EMPRESA,NOME COMERCIAL,SUBSTÂNCIA ACTIVA,DOSAGEM,FORMA,APRESENTAÇÃO
"GENERICS & SPECIALITIES, Lda",CLOGEN-S,Clotrimazol,1% w/v,Solução tópica,Frasco de 15ml
"GENERICS & SPECIALITIES, Lda",AZITAB - 500,"Azitromicina, Dihidrato",500mg,Comprimidos Revestidos,Embalagem de 1x3
"GENERICS & SPECIALITIES, Lda",ZEET EXPECTORANT,"Difenidramina, hidrocloreto + Bromexina, hidrocloreto + Guaifenesina + Cloreto de Amónio + Levomentol",8mg + 4mg + 50mg + 100mg + 1mg,Xarope,Frascos de 100ml
AFRI FARMÁCIA LDA,MEBENDAZOL,Mebendazol,100mg/5ml,Suspensão Oral,Frasco de 30ml
AFRI FARMÁCIA LDA,AMILORIDE,"Amilorido, Hidrocloreto",5mg,Comprimidos,Embalagens de 100 comp (10x10)
AFRI FARMÁCIA LDA,ALBENDAZOL,Albendazol,200mg/5ml,Suspensão Oral,Frasco de 20ml
AFRI FARMÁCIA LDA,TROZ - 250,Metronidazol,250mg,Comprimidos,Embalagens de 100 comp (10x10)
"GENERICS & SPECIALITIES, Lda",SALGEN 4,"Salbutamol, Sulfato",4mg,Comprimidos,"Embalagem de 10, 100 blister de 10 comp e frascos de 100/1000 comp"
"GENERICS & SPECIALITIES, Lda",GLYCERIN SUPPOSITORIES,Glicerina,1g,Supositório,Embalagem de 5 supositorios
"GENERICS & SPECIALITIES, Lda",GLYCERIN SUPPOSITORIES,Glicerina,2g,Supositório,Embalagem de 5 supositorios
"GENERICS & SPECIALITIES, Lda",GENVITA TABLES,Vit.B1+Vit.B2+Vit.b6+Vit.B12+Nicotinamida+Ácido Fólico,1mg+1mg+1mg+1mcg+15mg+0.5mg,Comprimidos revestidos,Embalagens de 3x10 e 10x10
"GENERICS & SPECIALITIES, Lda",GENPRIL - 20,"Enalapril, maleato",20mg,Comprimidos,Embalagens de 100 comp (10x10)
AFRI FARMÁCIA LDA,VELORIN 50,Atenolol,50mg,Comprimidos,Embalagem de 10 blister de 10 comp
AFRI FARMÁCIA LDA,VELORIN 100,Atenolol,100mg,Comprimidos,Embalagem de 10 blister de 10 comp
AFRI FARMÁCIA LDA,QUININE SULPHATE,"Quinina, Sulfato",300mg,Comprimidos,"Embalagem de 1 blister de 10 comp, 10x10"
AFRI FARMÁCIA LDA,EMFORAL 40,"Propanol, Hidrocloreto",40mg,Comprimidos,Embalagem de 5 blister de 10 comp
AFRI FARMÁCIA LDA,ZIMAT,"Cetirizina, Hidrocloreto",10mg,Comprimidos,10x10
AFRI FARMÁCIA LDA,UMOXAZOLE-480,Sulfametoxazol + Trimetoprim,400mg + 80mg,Comprimidos,10x10
AFRI FARMÁCIA LDA,UCLOX-500,Cloxacilina,500mg,Cápsulas,10x10
AFRI FARMÁCIA LDA,KANAMYCIN ACID SULPHATE FOR INJECTION  2.0g,"Kanamicina, Sulfato",2g,Injectável,1x25
"GENERICS & SPECIALITIES, Lda",DICLOFEN Plus,Paracetamol + Diclofenac,500mg + 50mg,Comprimidos,Embalagem contendo 10 carteirasx10 comp
"GENERICS & SPECIALITIES, Lda",REDIN PN LIQUID,Citrato de amonio ferico+Proteina hidrolisada+Pentahidrato de lactato de calcio + Cianocobalamina+Acido folico+Heptahidrato de sulfato de zinco+Sulfato de magnesio+Pentahidrato de sulfato de cobre,230mg+50mg+100mg+2.5mg+0.5mg+35mg+25mg+0.25mg+25mg,Solução Oral,Frasco de 200ml
"GENERICS & SPECIALITIES, Lda",FUSIFEN CREAM,Ácido FusÍdico,2% w/w,Creme,Bisnaga de 15g
"GENERICS & SPECIALITIES, Lda",AMBCET SYRUP,Ambroxol + Cetirizina,30mg/5ml + 5mg/5ml,Xarope,Frasco de 60ml
"GENERICS & SPECIALITIES, Lda",ZEDEX COUGH SYRUP,Bromexina + Dextrometorfano + Cloreto de Amónio + Mentol,8mg+10mg+100mg+5mg,Xarope,Frasco de100ml
"GENERICS & SPECIALITIES, Lda",BRO-ZEDEX COUGH SYRUP,Terbutalina Sulfato + Bromexina HCL+ Guaifenesina + Mentol,2.5mg+8mg+100mg+5mg,Xarope,Frasco de100ml
"GENERICS & SPECIALITIES, Lda",DICLOFENAC GEL,Diclofenac Dietilamina,1.16%w/w,Gel,Bisnaga de 20g
"GENERICS & SPECIALITIES, Lda",DERMOSONE S OINTMENT,Dipropionato de Betametasona + Acido Salicílico,"0,5mg/g+30mg/g",Pomada,Bisnaga de 10g e 15g e 30g
"GENERICS & SPECIALITIES, Lda",CANDIGEN BG CREAM,"Betametasona, dipropionato + Gentamicina, sulfato + Clotrimazol","0,05%w/w + 0,1%w/w + 1%w/w",Creme tópico,Bisnaga de 10g e 30g
"GENERICS & SPECIALITIES, Lda",CALADIN LOTION,Calamina,150mg,Loção tópica,Frasco de 60ml
"GENERICS & SPECIALITIES, Lda",BENZOSCAB APPLICATION,Benzoato de Benzilo,250mg,Emulsão Cutânea,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",VIRUCID 400,Aciclovir,400mg,Comprimido,Embalagem contendo 3 blister de 10 comp
"GENERICS & SPECIALITIES, Lda",VIRUCID 200,Aciclovir,200mg,Comprimido,Embalagem contendo 3 blister de 10 comp
"GENERICS & SPECIALITIES, Lda",OROMUCORAL GEL,"Miconazol, nitrato",2%,Gel,Bisnaga de 40g
"GENERICS & SPECIALITIES, Lda",VALPIN CR 200,Valproato de Sódio + Ácido Valpróico,96mg + 96mg,Comprimidos,Embalagens contendo 10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",STERILISED WATER FOR INJECTIONS 10ML BP,Água para injecção,10ml,Líquido Inj,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",SANTRO 100,Citrato de Sildenafil,100mg,Comprimidos,Embalagens contendo blister de 4 comp
"GENERICS & SPECIALITIES, Lda",NYGEN V,Nistatina,100.000 UI,Comprimidos vaginais,Embalagens contendo blister de1 4 comp
"GENERICS & SPECIALITIES, Lda",DOMIGEN,"Domperidona, maleato",10mg,Comprimidos,Embalagens contendo 10 blisters de 10 comprimidos
"GENERICS & SPECIALITIES, Lda",CLOTRILIN,Clotrimazol,100mg,Comprimidos vaginais,Embalagens contendo blister de 6 comp
"GENERICS & SPECIALITIES, Lda",METROGEL,Metronidazol,1%w/w,Gel,Bisnaga de 30g
"GENERICS & SPECIALITIES, Lda",CLOGEN ORAL,Clotrimazol,1% w/v,Gotas orais,Frasco de 15ml
"GENERICS & SPECIALITIES, Lda",CLOBIGEN,Propionato de Clobetasol,0.05% w/w,Creme,Bisnaga de 15g
AFRI FARMÁCIA LDA,TIMOLOL,Timolol,0.25%m/v,Solução Oftálmica,Frasco de 5ml
AFRI FARMÁCIA LDA,NALIDIXIC ACID TABLETS,Ácido Nalidíxico,500mg,Comprimidos,frasco de 100 comprimidos
"GENERICS & SPECIALITIES, Lda",L-GENTA,"Gentamicina, Sulfato",0.1%w/w,Creme,Bisnagas de 15g
"GENERICS & SPECIALITIES, Lda",GLUCOSE INTRAVENOUS INFUSION BP,Glicose,0.05 (5%),Injectável,Frasco de 500ml
"GENERICS & SPECIALITIES, Lda",CIPROFLOXACINA INJECTAVEL,"Ciprofloxacina, Hidrocloreto",200mg/100ml,Injectável,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",AMPICILINA SODICA PARA INJECÇÃO,Ampicilina Sodica,0.5g,Injectável,Frasco de 5ml
"GENERICS & SPECIALITIES, Lda",AMPICILINA SODICA PARA INJECÇÃO,Ampicilina Sodica,1.0g,Injectável,Frasco de 5ml
"GENERICS & SPECIALITIES, Lda",PENTOVAS,Pentoxifilina,400mg,Comprimidos,Embalagens contedo 10 de 10 comp
"GENERICS & SPECIALITIES, Lda",VIVIAN,Diclofenac Sódico,25mg/ml,Solução Injectável,Embalagens contendo 10 blister de 10 ampolas de 3ml cada
"GENERICS & SPECIALITIES, Lda",VITAMINA B COMPLEXO INJECTAVEL,Vitamina B1 + Vit.B2-5 Fosfato + Vit.b6 + Nicotinamida + Dexpantenol,10mg+1.5mg+1mg+50mg+4mg,Solução Injectável,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",SPASLIN-H,Hioscina Butilbrometo,10mg/ml,Solução Injectável,Embalagens contendo 10 blister de 14 ampolas de 2ml
"GENERICS & SPECIALITIES, Lda",RINATADIN,"Ranitidina, Hidrocloreto",150mg,Comprimidos,Embalagens contendo 10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",L-GENTA,Gentamicina,0.3%w/v,Gotas Oftálmicas,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",DIASIX,Furosemida,10mg/ml,Solução Injectável,Embalagens contendo 1 blister de 14 ampolas de 2ml cada
"GENERICS & SPECIALITIES, Lda",CIPROGEN O,"Ciprofloxacina, Cloridrato",0.3%w/v,Gotas Oftálmicas,Frasco de 10ml
"GENERICS & SPECIALITIES, Lda",CLORETO DE SÓDIO,Cloreto de Sódio,0.9% w/v,Solução para Infusão Intravenosa,"Embalagem contendo 12 frascos de 500ml, 1000ml"
"GENERICS & SPECIALITIES, Lda",METRONIDAZOL INFUSÃO INTRAVENOSA,Metronidazol,0.5% w/v,Infusão Intravenosa,96 frascos de 100ml
"GENERICS & SPECIALITIES, Lda",MANITOL INFUSÃO INTRAVENOSA,Manitol,20% w/v,Infusão Intravenosa,96 frascos de 100ml
"GENERICS & SPECIALITIES, Lda",COMPOSTO LACTATO DE SÓDIO INFUSÃO INTRAVENOSA,Lactato de sódio+Cloreto de sódio+Cloreto de potássio+Cloreto de cálcio,0.32%w/v+0.6%w/v+0.04%w/v+0.027%w/v,Infusão Intravenosa,12 frascos de 1000ml
"GENERICS & SPECIALITIES, Lda",BENZYLPENICILLIN SODIUM FOR INJECTION,Benzilpenicilina Sódica,10 Mega,Pó para Injectável,Embalagem de 50 frascos de 25ml
"GENERICS & SPECIALITIES, Lda",GENCITRIN,"Cetirizina, cloridrato",10mg,Comprimidos Revestidos,Embalagem de 20x10
AFRI FARMÁCIA LDA,Funginil-K,Ketoconazol,20mg,Creme,Bisnaga de 1x20g
"GENERICS & SPECIALITIES, Lda",PARACETAMOL INFUSÃO,Paracetamol,10mg/ml,Injectável,Frascos de 100ml
"GENERICS & SPECIALITIES, Lda",GLUCOSE INTRAVENOUS INFUSION BP (10% W/V),Glicose,10%,Injectável,"Frascos de 500ml, 1000ml e de 250m"
"GENERICS & SPECIALITIES, Lda",GELXIM TABLETS,Cefixima,200mg,Comprimidos,"1 blister de 10 comp,10x10"
"GENERICS & SPECIALITIES, Lda",CFD 500,Cefadroxil,500mg,Cápsulas,10 blisters de 10 caps
"GENERICS & SPECIALITIES, Lda",NOZAAR - 50,Losartan Potássico,50mg,Comprimidos,Embalagem de 10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",GLAZIDE,Gliclazida,80mg,Comprimidos,10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",AMIDILE - G TABLETS,"Amlodipina, besilato",5mg,Comprimidos,Embalagem de 10 blisters de 10 comp
AFRI FARMÁCIA LDA,PYRISTAL-25,Piridoxina Hidrocloreto,25mg,Comprimidos,Blisters de 2x5x10 Comprimidos
AFRI FARMÁCIA LDA,PYRISTAL-50,Piridoxina Hidrocloreto,50mg,Comprimidos,10 blisters de 10 comprimidos
AFRI FARMÁCIA LDA,METRONIDAZOLE INJECTION USP 0.5% W/V,Metronidazol,0.5%w/v,Solução Injectável,Frasco de 100ml
AFRI FARMÁCIA LDA,FRUSELION,Furosemida,40mg,Comprimidos,Embalagem de 10 blisters de 10 comp
AFRI FARMÁCIA LDA,CIPROFLOXACIN INJECTION USP,Ciprofloxacina,"0,2g/100ml",Solução Injectável,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",DERM KETA CREAM,Ketaconazol,2%,creme,Bisnaga de 10g
"GENERICS & SPECIALITIES, Lda",LOGOUT,Alopurinol,100mg,Comprimidos,Frasco de 1000 e embalagem de 10 blister de 10 comp
"GENERICS & SPECIALITIES, Lda",GOUTNIL,Colchicina,"0,5mg",Comprimidos,Caixa de 2 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",CANINIL,Clotrimazol,100mg,Comprimidos,1 blister de 6 comp
"GENERICS & SPECIALITIES, Lda",BROM,"Bromocriptina, mesilato","2,5mg",Comprimidos,"Frasco de 1000, embalagem de 10 blister de 10 comp e uma tira de 10 Comprimidos (1x10)"
"GENERICS & SPECIALITIES, Lda",TETGLOB,Imunoglobulina Humana Anti-Tétano BP,250UI,Pó para Injecção,Frasco de 2ml
"GENERICS & SPECIALITIES, Lda",RHOCLONE,Imunoglobulina Anti Rho (D) Monoclonal,300mcg,Pó para Injecção,Frasco de 2ml
"GENERICS & SPECIALITIES, Lda",PRAZIQUANTEL,Praziquantel,600mg,Comprimidos,Frascos de 1000 comp
"GENERICS & SPECIALITIES, Lda",GALCORT,Hidrocortisona Succinato Sódico,100mg,Pó para Injecção,Frascos de 2ml
"GENERICS & SPECIALITIES, Lda","CLAVUGEN 312,5",Amoxicilina + Clavulanato de Potássio,250mg/5ml + 62.5mg/5ml,Pó para Suspensão Oral,Frascos de 100ml
"GENERICS & SPECIALITIES, Lda",BRUGEN S,Ibuprofeno,100mg/5ml,Suspensão oral,Frasco de 100ml
"GENERICS & SPECIALITIES, Lda",ASNA ANTI VENOM C (Snake Venom Antiserum African),Bitis gabonica + Bitis arietans + Bitis nasicornis + Dendroaspis jamesonii + Dendroaspis polylepis + Dendroaspis angusticeps + Naja nivea + Naja nigricollis + Naja haje + Naja melanoleuca + Echis carinatus,25 + 25 + 20 + 25 + 25 + 25 + 25 + 20 + 25 + 20 + 25,Injectável,Frascos de 10ml
AFRI FARMÁCIA LDA,ARTESUN,Artesunato,60mg,Pó para Injecção,1 ampola de artesunato e 1 ampola de solvente e 1x3
AFRI FARMÁCIA LDA,BCG VACCINE (Freeze Dried),Bacillus Calmette Estirpe Guerin,2X105 e 8X105 C.F U/0.1ml,Pó liofilizado para injectável,Ampolas de 1ml de 0.05ml (20 doses) + diluente e ampolas de 0.1ml (10 dose)s
"GENERICS & SPECIALITIES, Lda",DOXORUBICIN HYDROCHLORIDE FOR INJECTION,Doxorubicina Hidrocloreto,10mg,Pó para Injecção,Frascos de 25ml
"GENERICS & SPECIALITIES, Lda",DOXORUBICIN HYDROCHLORIDE FOR INJECTION,Doxorubicina Hidrocloreto,50mg,Pó para Injecção,Frascos de 25ml
AFRI FARMÁCIA LDA,STALGIN,Hidróxido de Alumínio,500mg,Comprimidos,10 blister de 10 comp
AFRI FARMÁCIA LDA,STALCHLORE,Cloranfenicol,"0,5% w/V",gotas auriculares,Frasco de 10ml
AFRI FARMÁCIA LDA,PRAZISTAL 600,Praziquantel,600mg,Comprimidos,10 blister de 10 comp
AFRI FARMÁCIA LDA,NIFESTA 30,Nifedipina,30mg,Comprimidos,10 blister de 10 comp e 1x28 comprimidos
AFRI FARMÁCIA LDA,NIFESTA 20,Nifedipina,20mg,Comprimidos,10 blister de 10 comp
AFRI FARMÁCIA LDA,NIFESTA 10,Nifedipina,10mg,Comprimidos,3 blister de 10 comp
AFRI FARMÁCIA LDA,NALISTAL,Ácido Nalidíxico,500mg,Comprimidos,10 blister de 10 comp
AFRI FARMÁCIA LDA,METOCLAM,"Metoclopramida, Hidrocloreto",10mg,Comprimidos,10 blister de 10 comp
AFRI FARMÁCIA LDA,CLAREM 500,Claritromicina,500mg,Comprimidos,Embalagem de 14 Comprimidos
AFRI FARMÁCIA LDA,ACYTAL - 400,Aciclovir,400mg,Comprimido,10x10
AFRI FARMÁCIA LDA,ACYTAL - 200,Aciclovir,200mg,Comprimido,10x10
"GENERICS & SPECIALITIES, Lda",DIABETNIL,Glibenclamida,5mg,Comprimidos,30 blisters x 10 comp e frascos de 500 comp
AFRI FARMÁCIA LDA,VITACEE 500,Ácido Ascórbico,500mg,Comprimidos mastigáveis,10 blisters de 10 comp
AFRI FARMÁCIA LDA,VITACEE 100,Ácido Ascórbico,100mg,Comprimidos,10 blisters de 10 comp
"GENERICS & SPECIALITIES, Lda",TRIAXEN,Ceftriaxona,1000mg,Pó para Injecção IM/IV,frasco de 10ml
"GENERICS & SPECIALITIES, Lda",INGAZOLE 150,Fluconazol,150mg,Comprimidos Revestidos,Blister de 10 comp.
"GENERICS & SPECIALITIES, Lda",NEVIRAPINA USP,Nevirapina,50mg/5ml,Suspensão  Oral,Frasco de 240ml
AFRI FARMÁCIA LDA,STALOZINE,"Tioridazina, Cloridrato",100mg,Comprimidos,Emb. Blister de 1x 10 comp e frascos de 100comp.
AFRI FARMÁCIA LDA,SPIROSTAL,Espirolactona,25mg,Comprimidos,Emb. com 10 x 10 e frascos de 500 comprimidos
AFRI FARMÁCIA LDA,BECOSTAL,Vit B1+B2+B3+B6+ Pantotenato de cal+niamicina,5mg+5mg+2mg+5mg+50mg,Comprimidos,Emb. Frascos de 1000 comp.
AFRI FARMÁCIA LDA,TETRACYCLINE CAPSULES,"Tetraciclina, Cloridrato",500mg,Cápsulas,10 Blister de 10 capsulas e frascos de 1000 cápsulas
AFRI FARMÁCIA LDA,PHENSTAL,"Prometazina, Cloridrato",10mg,Comprimidos,Emb. Blister de 10x 10 comp e frascos de 100comp.
AFRI FARMÁCIA LDA,PARACOL,Paracetamol,120mg/5ml,Suspensão Oral,Emb. Frascos de  100ml
AFRI FARMÁCIA LDA,HYOSCINE BUTYLBROMIDE,Brometo butil hioscina,10mg,Comprimidos,Emb. com 10 x 10 e frascos de 1000 comprimidos
AFRI FARMÁCIA LDA,ERYTHROMYCIN ETHYLSUCCINATE FOR ORAL SUSPENSION,"Eritromicina, etil succinato",250mg/5ml,Suspensão Oral,Emb. Frascos de  140ml
AFRI FARMÁCIA LDA,ERGAGIN,"Metilergometrina, maleato",0.125mg,Comprimidos,Emb. Blister de 10x 10 comp
AFRI FARMÁCIA LDA,COTRIMOXAZOL PARA SUSPENSÃO ORAL BP 240mg/5ml,Trimetoprim e Sulfametoxazol,40mg+200mg/5ml,Suspensão Oral,Frascos de  100ml
AFRI FARMÁCIA LDA,TRAMALLION 50,"Tramadol, cloridrato",50mg/ml,Solução injectável,Emb. com 5ampolas de 1ml/50mg
AFRI FARMÁCIA LDA,TRAMALLION 100,"Tramadol, cloridrato",100mg,Solução injectável,Emb. com 5ampolas de 1ml/50mg
AFRI FARMÁCIA LDA,TRAMALLION,"Tramadol, cloridrato",50mg,Cápsulas,Blisters de 10 Cápsulas e Frascos de 100
AFRI FARMÁCIA LDA,SOMECID,Omeprazol,20mg,Cápsulas,Emb. Blister de 10x 10 cap e frascos de 500cáp.
AFRI FARMÁCIA LDA,SALBUTAMOL ORAL SOLUTION,"Salbutamol, Sulfato",2mg/5ml,Suspensão  Oral,Emb. Frascos de  100ml
AFRI FARMÁCIA LDA,PHENOXYMETILPENICILIN FOR ORAL SOLUTION 250,Fenoximetilpenicilina,250mg/5ml,Suspensão  Oral,Emb. Frascos de 60 e 100ml
AFRI FARMÁCIA LDA,PHENOXYMETILPENICILIN FOR ORAL SOLUTION 125,Fenoximetilpenicilina,125mg/5ml,Suspensão  Oral,Emb. Frascos de 60 e 100ml
AFRI FARMÁCIA LDA,BIOSCINE 20,Brometo de Butil Hioscina,20mg/ml,Solução Injectável,Embalagem com 10 ampolas de 1ml
AFRI FARMÁCIA LDA,PROMETHAZINE HYDROCHLORIDE INJECTION BP,"Prometazina, Hidrocloreto",25mg/ml,Solução injectável,Emb.caixa com 100ampolas de 2ml
AFRI FARMÁCIA LDA,PHENOXYMETHYLPENICILIN TABLETS BP 500,Fenoximetilpenicilina Potássica,500mg,Comprimidos,Emb. Blister de 10x 10 comp e frascos de 500 e  100comp.
AFRI FARMÁCIA LDA,PHENOXYMETHYLPENICILIN TABLETS BP 250,Fenoximetilpenicilina Potássica,250mg,Comprimidos,Emb. Blister de 10x 10 comp e frascos de 500 e  100comp.
AFRI FARMÁCIA LDA,LAXFREE INJECTION,Furosemida,20mg/2ml,Solução Injectável,Embalagem contendo 100 ampolas de 2ml
AFRI FARMÁCIA LDA,AMOCOL 250,"Amoxicilina,Trihidrato",250mg/5ml,Suspensão Oral,Emb. Frascos de 60 e 100ml
"GENERICS & SPECIALITIES, Lda",EFAVIRENZ capsulas,Efavirenz,50mg,Cápsulas,Emb. Frasco de 90 cap.
AFRI FARMÁCIA LDA,EFAVIRENZ,Efavirenz,600mg,Comprimidos,Embalagem de 30 comprimidos
AFRI FARMÁCIA LDA,VACINA MENINGOCÓCICA CONJUGADA MenAfriVac,"Meningocócica polissacarídicaa, toxóide tetânico (transportadora de proteina9","10mcg, 10 a 33mcg",Pó liofilizado  (para injecçôes),frasco de 10 doses + diluentes
AFRI FARMÁCIA LDA,"VACINA CONJUGADA ADSORVIDA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, HEPATITE B E HAEMOPHILUS INFLUENZA TIPO B","Toxóide Difténico, Toxóide tetânico, B. Vacina Pertussis, HBsAg (rDNA), Polissacarídeo Capsular Purificado Hib (PRP) conjugado","≤2.5Lf (≥30 IU), ≥2.5 Lf (≥40IU), ≤16 ou (≥4IU), ≥ 10µg",suspensâo injectável,"único frasco ou ampolas (1x 0,5ml); 2 frascos de dose ( 2 x 0,5ml); dez frascos de dose (10 x 0,5ml)"
AFRI FARMÁCIA LDA,UMERAN 50,Diclofenac Sódico,50mg,Comprimidos,10 blisters de 10 comprimidos
AFRI FARMÁCIA LDA,UMERAN 25,Diclofenac Sódico,25mg,Comprimidos,10 blisters de 10 comprimidos
AFRI FARMÁCIA LDA,ERYTHROMYCIN STEARATE TABLETS,"Eritromicina, Estearato",500mg,Comprimidos,10x10 e Frasco de 1000 comprimidos
AFRI FARMÁCIA LDA,COTRIMOXAZOL 480 BP,Sulfametoxazol + Trimetoprim,400mg+80mg,Comprimidos,"Frasco de 1000 comprimidos, Blister de 10 e 100 comprimidos"
AFRI FARMÁCIA LDA,PYRAZINAMIDE,Pirazinamida,400mg,Comprimidos,1000 comprimidos
AFRI FARMÁCIA LDA,LEVOFLOXACIN 250,Levofloxacina Anídrica,250mg,Comprimidos revestidos,20 x 5 comprimidos
AFRI FARMÁCIA LDA,ETHAMBUTOL,"Etambutol, Hidrocloreto",400mg,Comprimidos,Frasco de 1000 e 24x28 comprimidos
AFRI FARMÁCIA LDA,ISONIAZIDA,Isoniazida,100mg,Comprimidos,24x28 e 10 x 10  comprimidos
AFRI FARMÁCIA LDA,ISONIAZIDA,Isoniazida,300mg,Comprimidos,24x28 e  10 x 10 comprimidos
AFRI FARMÁCIA LDA,CLARIMIN 500,Claritromicina,500mg,Comprimidos Revestidos,10x1x10 comprimidos
AFRI FARMÁCIA LDA,CLARIMIN 250,Claritromicina,250mg,Comprimidos revestidos,Embalagem contendo blisters Alu/PVC de 10x1x10 comprimidos
AFRI FARMÁCIA LDA,ATENOLOL 100,Atenolol,100mg,Comprimidos,Frasco de 100 comprimidos
"GENERICS & SPECIALITIES, Lda",SALIN GOTAS NASAIS SALINAS,Cloreto de Sódio,"0,65% w/v",gotas nasais,frasco de 15ml
"GENERICS & SPECIALITIES, Lda",CO - PILL,Levonorgestrel,1.5mg,Comprimidos,blister de 1 comprimido
"GENERICS & SPECIALITIES, Lda",MYOKINASE,estreptoquinase recombinante,1.500.000 UI,Pó para ser reconstituido numa soluçao antes de infusâo,frasco 6R claro blow back lyo
"GENERICS & SPECIALITIES, Lda",STERON TABLETS,Noretisterona,5mg,Comprimidos,embalagem de 10 carteiras x 10 comprimidos; 1 blister Alu-PVC de 21 comprimidos
"GENERICS & SPECIALITIES, Lda",NITRO,Nitrufurantoína,100mg,Comprimidos,10 blister x 10 comp
"GENERICS & SPECIALITIES, Lda",LOPNOL-300,Alopurinol,300mg,Comprimidos,10 Blisters x 10 comprimidos
"GENERICS & SPECIALITIES, Lda",LOPNOL-100,Alopurinol,100mg,Comprimidos,10 Blisters x 10 comprimidos
"GENERICS & SPECIALITIES, Lda",ACNEGEL-B,"Clindamicina, fosfato + peróxido de benzoil hidratado",1% w/w + 5% w/w,gel,bisnaga de 15g
AFRI FARMÁCIA LDA,LAMIVUDINA + ZIDOVUDINA,Lamivudina + Zidovudina,150mg + 300mg,Comprimidos,embalagem de 60 comprimidos
AFRI FARMÁCIA LDA,EFAVIRENZ 600MG COMPRIMIDOS,Efavirenz,600mg,Comprimidos,embalagem de 30 comprimidos
"GENERICS & SPECIALITIES, Lda",INSUGEN - R (REGULAR),Insulina humana Ph.Eur (insulina de origem do ADN humano recombinante,100UI/5ml,Injectável,frasco de 10ml
"GENERICS & SPECIALITIES, Lda",INSUGEN - N (NPH),Insulina humana Ph.Eur (insulina de origem do ADN humano recombinante,100UI/5ml,Injectável,frasco de 10ml
"GENERICS & SPECIALITIES, Lda",INSUGEN - 30/70 (BIFASICO),Insulina humana Ph.Eur (insulina de origem do ADN humano recombinante,100UI/5ml,Injectável,frasco de 10ml
AFRI FARMÁCIA LDA,NEVIRAPINA,Nevirapina,200mg,Comprimidos,Frasco de 60 comprimidos
AFRI FARMÁCIA LDA,SIVATIN - 20,Sinvastatina,20mg,Comprimidos,Frasco de 100 comprimidos
AFRI FARMÁCIA LDA,SALBUTAMOL NEBULISER SOLUTION,"Salbutamol, Sulfato",5mg/ml,solução nebulizador,frasco de 20ml
AFRI FARMÁCIA LDA,LIDOCAINA 2%,"Lidocaína, Hidrocloreto",20mg/ml,Solução Injectável,10 x 10 ampolas de 2ml
"GENERICS & SPECIALITIES, Lda",DAZOL - 200,Danazol,200mg,Cápsulas,1 blister x 10 cápsulas
AFRI FARMÁCIA LDA,AMOXICILLIN CAPSULAS,"Amoxicilina,Trihidrato",500mg,Cápsulas,frasco HDPE contendo 1000 cápsulas 10 x 10
AFRI FARMÁCIA LDA,AMOCOL 125,"Amoxicilina,Trihidrato",125mg/5ml,Suspensão Oral,Frasco de 100ml e frasco de 60ml
"GENERICS & SPECIALITIES, Lda",METRONIDAZOL,Metronidazol,200mg/5ml,Suspensâo oral,Frasco de 60ml com tampa de 10ml para medição
"GENERICS & SPECIALITIES, Lda",VIVIAN GEL BP,"Diclofenac, dietilamina + salicilato de metilo + mentol + óleo de linhaça","1,16% + 10,00% + 5,00% + 3,00%",Gel,embalagem de 30g
"GENERICS & SPECIALITIES, Lda",STROM 50,"Tramadol, cloridrato",50mg,Cápsulas,Embalagem contendo blisters de 10 x10 Cápsulas
"GENERICS & SPECIALITIES, Lda",AMINOGEN,Aminofilina,100mg,Comprimidos,embalagem de 10 x 10
"GENERICS & SPECIALITIES, Lda",K- FUROX,cefuroxima,750mg,Pó para Injecção,frasco de 10ml
"GENERICS & SPECIALITIES, Lda",K- FUROX,cefuroxima,1.5g,Pó para Injecção,frasco de 20ml
AFRI FARMÁCIA LDA,VALSTAL - 200,Valproato de Sódio,200mg,Comprimidos,10 blister de 10 comprimidos
AFRI FARMÁCIA LDA,ISOSORBIDE DINITRATE,Dinitrato de isossorbido,40mg,Comprimidos,embalagem de 100 comprimidos
AFRI FARMÁCIA LDA,IRON DEXTRAIN INJECTION,Hidroxido de ferro + Dextrano,5%m/v + 20%m/v,injectável,10 ampola de 2ml
"GENERICS & SPECIALITIES, Lda",OTO - 4 EAR DROPS,"Beclometasona, dipropionato + Clotrimazol + Lidocaina, hidrocloreto + Ofloxacina","0,025%w/v + 1%w/v + 2%w/v + 0,3%w/v",gotas auriculares,Frasco conta gotas de 10ml
"GENERICS & SPECIALITIES, Lda",FESATE,Sulfato ferroso,200mg,Comprimidos,Frasco HDPE de 100 comprimidos
